Document Title,¤¤¤å¼ÐÃD,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Automated microsoft office macro malware detection using machine learning,¨Ï¥Î¾÷¾¹¾Ç²ß¦Û°ÊÀË´úMicrosoft Office§»´c·N³n¥ó,R. Bearden; D. C. Lo,"Department of Computer Science Kennesaw State University Marietta, GA, USA; Department of Computer Science Kennesaw State University Marietta, GA, USA",2017 IEEE International Conference on Big Data (Big Data),15-Jan-18,2017,,,4448,4452,"Macro malware in Microsoft (MS) Office files has long persisted as a cybersecurity threat. Though it ebbed after its initial rampages around the turn of the century, it has reemerged as threat. Attackers are taking a persuasive approach and using document engineering, aided by improved data mining methods, to make MS Office file malware appear legitimate. Recent attacks have targeted specific corporations with malicious documents containing unusually relevant information. This development undermines the ability of users to distinguish between malicious and legitimate MS Office files and intensifies the need for automating macro malware detection. This study proposes a method of classifying MS Office files containing macros as malicious or benign using the K-Nearest Neighbors machine learning algorithm, feature selection, and TFIDF where p-code opcode n-grams (translated VBA macro code) compose the file features. This study achieves a 96.3% file classification accuracy on a sample set of 40 malicious and 118 benign MS Office files containing macros, and it demonstrates the effectiveness of this approach as a potential defense against macro malware. Finally, it discusses the challenges automated macro malware detection faces and possible solutions.",,978-1-5386-2715-0,10.1109/BigData.2017.8258483,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8258483,macro;malware;Microsoft Office;machine learning;p-code,Malware;Feature extraction;Security;Machine learning algorithms;Testing;Classification algorithms,data mining;feature selection;invasive software;macros;nearest neighbour methods;pattern classification;word processing,automated microsoft office macro malware detection;Microsoft Office files;cybersecurity threat;improved data mining methods;MS Office file;malicious documents;legitimate MS Office files;automating macro malware detection;K-Nearest Neighbors machine learning algorithm;VBA macro code;document engineering,,1,,16,,15-Jan-18,,,IEEE,IEEE Conferences
Automatic text classification using modified centroid classifier,¨Ï¥Î­×§ï«áªº½è¤ß¤ÀÃþ¾¹¶i¦æ¦Û°Ê¤å¥»¤ÀÃþ,M. Elmarhumy; M. A. Fattah; F. Ren,"Faculty of Engineering University of Tokushima 2-1 Minamijosanjima Tokushima, Japan 770-8506; FIEHelwan University, Cairo, Egypt; Beijing University of Posts & Telecommunications Beijing, 100088, China",2009 International Conference on Natural Language Processing and Knowledge Engineering,6-Nov-09,2009,,,1,4,"This work proposes an approach to address the problem of inductive bias or model misfit incurred by the centroid classifier assumption to enhance the automatic text classification task. This approach is a trainable classifier, which takes into account tfidf as a text feature. The main idea of the proposed approach is to take advantage of the most similar training errors to the classification model to successively update it based on a certain threshold. The proposed approach is simple to implement and flexible. The proposed approach performance is measured at several threshold values on the Reuters -21578 text categorization test collection. The experimental results show that the proposed approach can improve the performance of centroid classifier.",,978-1-4244-4538-7,10.1109/NLPKE.2009.5313757,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5313757,Text classification;text categorization;centroid classifier;Data mining,Text categorization;Error correction;Classification tree analysis;Machine learning;Testing;Data mining;Internet;Organizing;Supervised learning;Bayesian methods,data mining;pattern classification;text analysis,automatic text classification;modified centroid classifier;text feature;text categorization;data mining,,2,,12,,6-Nov-09,,,IEEE,IEEE Conferences
Information Retrieval System in Bangla Document Ranking using Latent Semantic Indexing,¨Ï¥Î¼ç¦b»y¸q¯Á¤Þªº©s¥[©Ô»y¤åÀÉ±Æ¦W¤¤ªº«H®§ÀË¯Á¨t²Î,M. N. Hoque; R. Islam; M. S. Karim,"Science and Technology University,Dept. of Computer Science & Engineering,Gopalganj,Bangladesh,8100; Science and Technology University,Dept. of Computer Science & Engineering,Gopalganj,Bangladesh,8100; Science and Technology University,Dept. of Computer Science & Engineering,Gopalganj,Bangladesh,8100","2019 1st International Conference on Advances in Science, Engineering and Robotics Technology (ICASERT)",19-Dec-19,2019,,,1,5,"Nowadays, like the English and other languages, Bangla also plays a significant role to strengthen the web repository. The storing rate of Bangla information is augmented day-by-day. Because of the numerous documents in the World Wide Web, it is very difficult for a user to retrieve the desired information. Furthermore, finding the useful documents tends to be more time spending as well as an annoying job. These demands emerge to develop an Information Retrieval (IR) system to document ranking for Bangla language. In this paper, we have built such a retrieval system where users can find their needed documents which correspond to their own query strings throughout the ranking index. Although a lot of works have been done for English and other languages to rank the documents, unfortunately, we have found a very negligible amount of contributions in Bangla Language. Many methods such as - Boolean model, Maximal Marginal Relevance (MMR), Portfolio Theory (PR), Quantum Probability Ranking Principle (QPRP), Query Directed Clustering (QDC), Vector-based TFIDF and so on, have been proposed to implement the document ranking system. Here, we have applied a new approach, called Latent Semantic Indexing (LSI) to do the same task for Bangla documents. LSI uses the mathematical method called Singular Value Decomposition (SVD). After that, we have applied the cosine similarity to rank all the documents. We believe that the performance result of our proposed system has reached the trustworthy level.",,978-1-7281-3445-1,10.1109/ICASERT.2019.8934837,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8934837,IR;Bangla document ranking;LSI;SVD;Cosine similarity,Large scale integration;Matrix decomposition;Eigenvalues and eigenfunctions;Semantics;Indexing;Singular value decomposition;Information retrieval,indexing;Internet;natural language processing;query processing;singular value decomposition;string matching;text analysis,English language;Web repository;World Wide Web;information retrieval system;Bangla language;latent semantic indexing;Bangla document ranking system;query strings;singular value decomposition,,,,15,,19-Dec-19,,,IEEE,IEEE Conferences
Chatbot for Healthcare System Using Artificial Intelligence,¨Ï¥Î¤H¤u´¼¯àªºÂåÀø¨t²Î²á¤Ñ¾÷¾¹¤H,L. Athota; V. K. Shukla; N. Pandey; A. Rana,"Amity University,Bachelor of Science Information Technology,Dubai,UAE; Amity University,Department of Engineering and Architecture,Dubai,UAE; Amity Institute of Information Technology, Amity University,Noida,UP,India; Amity University Uttar Pradesh,AIIT,Noida,India","2020 8th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)",15-Sep-20,2020,,,619,622,"Healthcare is very important to lead a good life. However, it is very difficult to obtain the consultation with the doctor for every health problem. The idea is to create a medical chatbot using Artificial Intelligence that can diagnose the disease and provide basic details about the disease before consulting a doctor. This will help to reduce healthcare costs and improve accessibility to medical knowledge through medical chatbot. The chatbots are computer programs that use natural language to interact with users. The chatbot stores the data in the database to identify the sentence keywords and to make a query decision and answer the question. Ranking and sentence similarity calculation is performed using n-gram, TFIDF and cosine similarity. The score will be obtained for each sentence from the given input sentence and more similar sentences will be obtained for the query given. The third party, the expert program, handles the question presented to the bot that is not understood or is not present in the database.",,978-1-7281-7016-9,10.1109/ICRITO48877.2020.9197833,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9197833,Chatbot;Healthcare;Artificial Intelligence;Virtual Assistance;TFID;N-gram,Medical services;Databases;Expert systems;Feature extraction;Medical diagnostic imaging,health care;medical computing;query processing;software agents;text analysis,healthcare system;artificial intelligence;medical chatbot;healthcare costs;medical knowledge;computer programs;sentence keywords;sentence similarity calculation;ranking calculation,,,,9,,15-Sep-20,,,IEEE,IEEE Conferences
Sundanese Twitter Dataset for Emotion Classification,¥Î©ó±¡·P¤ÀÃþªºSundanese Twitter¼Æ¾Ú¶°,O. V. Putra; F. M. Wasmanson; T. Harmini; S. N. Utama,"Universitas Darussalam Gontor,Department of Informatics,Ponorogo,Indonesia; Universitas Darussalam Gontor,Department of Informatics,Ponorogo,Indonesia; Universitas Darussalam Gontor,Department of Informatics,Ponorogo,Indonesia; Universitas Darussalam Gontor,Department of Informatics,Ponorogo,Indonesia","2020 International Conference on Computer Engineering, Network, and Intelligent Multimedia (CENIM)",24-Dec-20,2020,,,391,395,"Sundanese is the second-largest tribe in Indonesia which possesses many dialects. This condition has gained attention for many researchers to analyze emotion especially on social media. However, with barely available Sundanese dataset, this condition makes understanding sundanese emotion is a challenging task. In this research, we proposed a dataset for emotion classification of Sundanese text. The preprocessing includes case folding, stopwords removal, stemming, tokenizing, and text representation. Prior to classification, for the feature generation, we utilize term frequency-inverse document frequency (TFIDF). We evaluated our dataset using k-Fold Cross Validation. Our experiments with the proposed method exhibit an effective result for machine learning classification. Furthermore, as far as we know, this is the first Sundanese emotion dataset available for public.",,978-1-7281-8283-4,10.1109/CENIM51130.2020.9297929,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9297929,emotion classification;dataset;sundanese;support vector machine;text mining,Blogs;Social networking (online);Support vector machines;Feature extraction;Radio frequency;Task analysis;Informatics,,,,,,12,,24-Dec-20,,,IEEE,IEEE Conferences
The effects of domain knowledge relations on domain text classification,»â°ìª¾ÃÑÃö«Y¹ï»â°ì¤å¥»¤ÀÃþªº¼vÅT,Han Lu; Yu Zhengtao; Deng Jinhui; Zhang Cheng; Mao Cunli; Guo Jianyi,"The School of Information Engineering and Automation, Kunming University of Science and Technology, 650051, China; The School of Information Engineering and Automation, Kunming University of Science and Technology, 650051, China; The School of Information Engineering and Automation, Kunming University of Science and Technology, 650051, China; The School of Information Engineering and Automation, Kunming University of Science and Technology, 650051, China; The Institute of Intelligent Information Processing, Computer Technology Application Key Laboratory of Yunnan Province, Kunming 650051, China; The School of Information Engineering and Automation, Kunming University of Science and Technology, 650051, China",2008 27th Chinese Control Conference,22-Aug-08,2008,,,460,463,"The text classification usually uses the statistical method to select characteristic. When it is carried out in different domains, the special interior knowledge relationships between domains will not be considered. In this paper, a new text classification model is proposed, which is based on the domain knowledge relations. This model adopts the support vector machine study algorithm, combine statistic samples and domain terminology to make up classification feature space, and calculate the similarity between domain conceptions, so that classification characteristic is entrusted with certain weight, realizing domain text classification. The new model has been made use of to carry out a text classification experiment about YunNan travel domain and non-travel domain. The result shows that domain knowledge has great effects on domain text classification and the accuracy of classification has been improved by 4 percentage compared with the improved TFIDF method.",2161-2927,978-7-900719-70-6,10.1109/CHICC.2008.4605079,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4605079,Domain Text Classification;Feature Selection;Domain Knowledge Relations;Weight Calculation,Text categorization;Electronic mail;Classification algorithms;Support vector machines;Terminology;Indexes;Gain,pattern classification;statistical analysis;support vector machines;text analysis,domain knowledge relations;domain text classification;statistical method;support vector machine study algorithm;statistic samples;YunNan travel domain,,,,8,,22-Aug-08,,,IEEE,IEEE Conferences
Keywords Extraction from Chinese Document Based on Complex Network Theory,°ò©ó´_Âøºôµ¸²z½×ªº¤¤¤å¤åÀÉÃöÁäµü´£¨ú,J. Nan; B. Xiao; Z. Lin; Q. Xu,"Inst. of Sensing Technol. & Bus., Beijing Univ. of Posts & Telecommun. Beijing, Beijing, China; Inst. of Sensing Technol. & Bus., Beijing Univ. of Posts & Telecommun. Beijing, Beijing, China; Inst. of Sensing Technol. & Bus., Beijing Univ. of Posts & Telecommun. Beijing, Beijing, China; Inst. of Sensing Technol. & Bus., Beijing Univ. of Posts & Telecommun. Beijing, Beijing, China",2014 Seventh International Symposium on Computational Intelligence and Design,9-Apr-15,2014,2,,383,386,"Keywords extraction is the process of choosing several words from a document to express its main idea. Keywords help people understand an article quickly and clearly. In recent years, more and more researchers pay attention to its research since its important role in text clustering, text classification, automatic abstracting, and text retrieval. This paper proposes an algorithm called EC-DC to extract keywords based on centrality measures of complex network. A document is mapped to a network with its words mapped to vertices and relations between words mapped to edges. Then, the importance of words is evaluated using eccentricity centrality and degree centrality. The most important K words are extracted as keywords. Experimental results show that the EC-DC algorithm has an improvement of about 9% in precision, recall and F-score compared to classical TFIDF algorithm.",,978-1-4799-7005-6,10.1109/ISCID.2014.183,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7082012,complex network;eccentricity centrality;degree centrality;document network;keywords extraction,Complex networks;Approximation algorithms;Semantics;Feature extraction;Business;Data mining;Internet,complex networks;feature extraction;text analysis,keywords extraction;Chinese document;complex network theory;text clustering;text classification;automatic abstracting;text retrieval;complex network centrality measures;eccentricity centrality;degree centrality;EC-DC algorithm,,2,,13,,9-Apr-15,,,IEEE,IEEE Conferences
Feature selection in Web applications by ROC inflections and powerset pruning,³q¹LROCÅÜ§Î©MPowerset­×°Å¦bWebÀ³¥Îµ{§Ç¤¤¿ï¾Ü¥\¯à,F. M. Coetzee; E. Glover; S. Lawrence; C. L. Giles,"NEC Res. Inst., Princeton, NJ, USA; NA; NA; NA",Proceedings 2001 Symposium on Applications and the Internet,7-Aug-02,2001,,,5,14,"A basic problem of information processing is selecting enough features to ensure that events are accurately represented for classification problems, while simultaneously minimizing storage and processing of irrelevant or marginally important features. To address this problem, feature selection procedures perform a search through the feature power set to find the smallest subset meeting performance requirements. Major restrictions of existing procedures are that they typically explicitly or implicitly assume a fixed operating point, and make limited use of the statistical structure of the feature power set. We present a method that combines the Neyman-Pearson design procedure on finite data, with the directed set structure of the Receiver Operating Curves on the feature subsets, to determine the maximal size of the feature subsets that can be ranked in a given problem. The search can then be restricted to the smaller subsets, resulting in significant reductions in computational complexity. Optimizing the overall Receiver Operating Curve also allows for end users to select different operating points and cost functions to optimize. The algorithm also produces a natural method of Boolean representation of the minimal feature combinations that best describe the data near a given operating point. These representations are especially appropriate when describing data using common text-related features useful on the Web, such as thresholded TFIDF data. We show how to use these results to perform automatic Boolean query modification generation for distributed databases, such as niche metasearch engines.",,0-7695-0942-8,10.1109/SAINT.2001.905163,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=905163,,Information processing;Cost function;Metasearch;Engines;Indexing;National electric code;Distributed databases;Spatial databases;Computational complexity;Processor scheduling,Internet;information resources;computational complexity;information retrieval;distributed databases;search engines,feature selection;World Wide Web applications;ROC inflections;powerset pruning;information processing;classification;performance requirements;design procedure;Receiver Operating Curves;computational complexity;Boolean representation;text-related features;Boolean query modification generation;distributed databases;metasearch engines;Internet,,3,,23,,7-Aug-02,,,IEEE,IEEE Conferences
A Web Text Filter Based on Rough Set Weighted Bayesian,°ò©ó²ÊÁW¶°¥[Åv¨©¸­´µªºWeb¤å¥»¹LÂo¾¹,Y. Wu; K. She; W. Zhu; X. Yue; H. Luo,"Sch. of Comput. Sci. & Eng., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Comput. Sci. & Eng., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Comput. Sci. & Eng., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Comput. Sci. & Eng., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Comput. Sci. & Eng., Univ. of Electron. Sci. & Technol. of China, Chengdu, China","2009 Eighth IEEE International Conference on Dependable, Autonomic and Secure Computing",15-Jan-10,2009,,,241,245,"With the deep penetration of the Internet, uncontrolled flood of information has become one of the most serious problems to Internet users. Harmful contents about pornography, violence and other illegal messages, etc have posed serious influence to the whole society, especially to the young people. In this paper, a novel Web text filter based on rough set and Bayesian theory is proposed to analysis text content of Web pages to filter harmful pages. Some of current feature selection methods such as inverse document frequency (IDF) does not take the classification information into account. To avoid this shortcoming rough set is used to reduce original feature terms. Meanwhile, a novel coefficient weighted method based on rough set is proposed and introduced into Bayesian formula, which will greatly improve filtering performance. In the final experiment, this paper compared the novel method with other weighted methods applied in Bayesian formula, such as Tf, IDF and TFIDF. The results demonstrate that this novel filter works efficiently.",,978-1-4244-5421-1,10.1109/DASC.2009.38,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5380357,web text filter;Rough set;Baysian theory,Information filtering;Information filters;Bayesian methods;Web pages;Filtering theory;Internet;Set theory;Uniform resource locators;Probability;Feature extraction,Bayes methods;information filtering;Internet;rough set theory;text analysis,Web text filter;rough set weighted Bayesian theory;Internet;Web pages;text content anaysis;feature selection methods;inverse document frequency;coefficient weighted method,,,,17,,15-Jan-10,,,IEEE,IEEE Conferences
Discourse analysis of public debates: A corpus-based approach,¤½²³ÅG½×ªº¸Ü»y¤ÀªR¡G°ò©ó»y®Æ®wªº¤èªk,Hayeong Jeong; Tsuyoshi Hatori; Kiyoshi Kobayashi,"Department of Urban Management, Graduate School of Engineering, Kyoto University, 615-8540, Japan; Department of Civil Engineering, Tokyo Institute of Technology, 152-8552, Japan; Department of Urban Management, Graduate School of Engineering, Kyoto University, 615-8540, Japan","2007 IEEE International Conference on Systems, Man and Cybernetics",2-Jan-08,2007,,,1782,1793,"The aim of this study is to develop a computational method of discourse analysis based on corpus semantics. The objective is to achieve an accurate understanding of the debate content through the topic extraction and semantic similarity from the public debate minute corpus by using a multi-method which includes TFIDF, T-VSM, and MDS. The main issue of public debate and the inconsistency level between participants' utterance could be described by using the method. The methodology presented in this study is applied to a case example. Finally, the applicability of the proposed methodology to practical debates is discussed.",1062-922X,978-1-4244-0990-7,10.1109/ICSMC.2007.4413973,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4413973,,Cognition;Government;Context;Engineering management;Information analysis;Helium;Cultural differences;Uncertainty;Decision making;Acoustical engineering,content-based retrieval;text analysis,discourse analysis;public debates;corpus semantics;debate content;topic-based vector space model;multidimensional scaling;term frequency inverse;document frequency implementation,,5,,15,,2-Jan-08,,,IEEE,IEEE Conferences
TA-BLSTM: Tag Attention-based Bidirectional Long Short-Term Memory for Service Recommendation in Mashup Creation,TA-BLSTM¡G°ò©ó¼Ð°Oµù·NªºÂù¦Vªø´Áµu´Á¦sÀx¾¹¡A¥Î©ó¦b²V·f³Ð«Ø¤¤¶i¦æªA°È±ÀÂË,M. Shi; Y. Tang; J. Liu,"Department of Computer & Electrical Engineering and Computer Science, Florida Atlantic University, FL, 33431, USA; Department of Computer & Electrical Engineering and Computer Science, Florida Atlantic University, FL, 33431, USA; School of Computer Science and Engineering, Hunan University of Science and Technology, Xiangtan, 411201, China",2019 International Joint Conference on Neural Networks (IJCNN),30-Sep-19,2019,,,1,8,"The service-oriented architecture makes it possible for developers to create value-added Mashup applications by composing multiple available Web services. Due to the overwhelming number of Web services online, it is often hard and time-consuming for developers to find their desired ones from the entire service repository. In the past, various approaches aim at recommending Web services for automatic Mashup creation have been proposed, i.e., TFIDF, collaborative filtering and topic model-based methods, which rely on the original service descriptions given by service providers. However, most traditional methods fail to capture the function-related features of services since words contained in service descriptions usually correspond to different intent aspects (e.g., functional and non-functional related). To tackle this problem, we propose a tag attention-based recurrent neural networks model for Web service recommendation. The model consists of two Siamese bidirectional Long Short-Term Memory (LSTM) networks, which jointly learn two embeddings representing the functional features of Web services and the functional requirements of Mashups. In addition, by considering the tags of services as functional context information, the model can learn to assign attention scores to different words in service descriptions according to their intent importance, thus words used to reveal the functional properties of Web service will be given special attention. We compare our approach with the state-of-the-art methods (e.g., RTM, Word2vec, etc.) on a real-world dataset crawled from ProgrammableWeb, and the experimental results demonstrate the effectiveness of the proposed model.",2161-4407,978-1-7281-1985-4,10.1109/IJCNN.2019.8852438,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852438,Tags;Web Services;Mashup;Recommendation;Long Short-Term Memory;Neural Network,Mashups;Quality of service;Computer architecture;Recurrent neural networks;Semantics,learning (artificial intelligence);recommender systems;recurrent neural nets;service-oriented architecture;Web services,service-oriented architecture;automatic Mashup creation;Web services;tag attention-based bidirectional long short-term memory;value-added mashup applications;tag attention-based recurrent neural network model;Siamese bidirectional long short-term memory networks;ProgrammableWeb;functional context information;Web service recommendation,,1,,27,,30-Sep-19,,,IEEE,IEEE Conferences
Tightly-coupled convolutional neural network with spatial-temporal memory for text classification,¨ã¦³®ÉªÅ°O¾Ðªººò±K½¢¦X¨÷¿n¯«¸gºôµ¸¥Î©ó¤å¥»¤ÀÃþ,S. Wang; Z. Deng,"State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science, Tsinghua University Beijing 100084, China; State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Science, Tsinghua University Beijing 100084, China",2017 International Joint Conference on Neural Networks (IJCNN),3-Jul-17,2017,,,2370,2376,"Although several traditional models like bag of words (BOW), n-grams, and their variants of TFIDF exhibit high performance in the field of text classification, neural network methods such as LSTM, GRU and convolutional neural network (CNN) are recently attracting increasing attention. Considering that CNN has surprising capabilities of extracting hierarchical features, combination of LSTM/GRU with CNN seems to be quite reasonable for semantic representation and sequence analysis. On the other hand, it is also a promising subject to enable CNN to have memory embeddings and/or recurrent pathway. In this paper, we propose a novel tightly-coupled convolutional neural network with spatial-temporal memory (TCNN-SM). It comprises feature-representation and memory functional columns. Feature-representation functional column in our TCNN-SM actually performs hierarchical feature extraction as regular CNN does while memory functional column retains memories of different granularity and fulfills selective memory for historical information. In order to validate effectiveness and efficiency of the proposed TCNN-SM, we conduct extensive experiments on AG's News public dataset. The experimental results show that our new TCNN-SM achieves 7.99% test error, which has the best performance among other existing deep learning methods and is very close to state of the art results yielded using classical n-grams algorithm.",2161-4407,978-1-5090-6182-2,10.1109/IJCNN.2017.7966143,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7966143,,Feature extraction;Data mining;Recurrent neural networks;Semantics;Machine learning;Training,convolution;feature extraction;learning (artificial intelligence);natural language processing;neural nets;pattern classification;semantic networks;text analysis,spatial-temporal memory;SM;text classification;semantic representation;sequence analysis;tightly coupled convolutional neural network;TCNN;feature representation;memory functional columns;hierarchical feature extraction;deep learning;n-grams algorithm,,1,,34,,3-Jul-17,,,IEEE,IEEE Conferences
Significant term extraction by Higher Order SVD,³q¹L°ª¶¥SVD´£¨ú­«­n³N»y,S. Manna; Z. Petres; T. Gedeon,"Department of Computer Science, The Australian National University, ACT 0200, Australia; Department of Computer Science, The Australian National University, ACT 0200, Australia; Department of Computer Science, The Australian National University, ACT 0200, Australia",2009 7th International Symposium on Applied Machine Intelligence and Informatics,19-May-09,2009,,,63,68,"In this paper, we present a novel method for term importance, called tensor term indexing (TTI). This extracts significant terms from a document as well as a coherent collection of document set. The basic idea of this approach is to represent the whole document collection in a term-sentence-document tensor and employs higher-order singular value decomposition (HOSVD) for important term extraction. TTI uses the lower rank approximation technique to reduce noise by eliminating anecdotal terms, to mitigate synonymy by merging the dimensions associated with terms that have similar meanings, and to mitigates polysemy, since components of polysemous words that point in the ldquorightrdquo direction are added to the components of words that share a similar meaning. Our evaluation shows that that TTI model can extract significant terms relevant to a topic from a small number of documents which term frequency and inverse document frequency (tfidf) cannot.",,978-1-4244-3801-3,10.1109/SAMI.2009.4956610,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4956610,,Frequency;Indexing;Data mining;Information retrieval;Tensile stress;Computer science;Automation;Databases;Singular value decomposition;Law,approximation theory;document handling;indexing;information retrieval;singular value decomposition,significant term extraction;higher order singular value decomposition;tensor term indexing;term sentence document tensor;rank approximation technique;term frequency;inverse document frequency,,2,,24,,19-May-09,,,IEEE,IEEE Conferences
PerKey: A Persian News Corpus for Keyphrase Extraction and Generation,PerKey¡G¥Î©ó´£¨ú©M¥Í¦¨ÃöÁä¦rªºªi´µ·s»D»y®Æ®w,E. Doostmohammadi; M. H. Bokaei; H. Sameti,"Computational Linguistics Group, Sharif University of Technology, Tehran, Iran; Information Technology Department, ICT Research Institute, Tehran, Iran; Computer Engineering Department, Sharif University of Technology, Tehran, Iran",2018 9th International Symposium on Telecommunications (IST),7-Mar-19,2018,,,460,465,"Keyphrases provide an extremely dense summary of a text. Such information can be used in many Natural Language Processing tasks, such as information retrieval and text summarization. Since previous studies on Persian keyword or keyphrase extraction have not published their data, the field suffers from the lack of a human extracted keyphrase dataset. In this paper, we introduce PerKey1, a corpus of 553k news articles from six Persian news websites and agencies with relatively high quality author extracted keyphrases, which is then filtered and cleaned to achieve higher quality keyphrases. The resulted data was put into human assessment to ensure the quality of the keyphrases. We also measured the performance of different supervised and unsupervised techniques, e.g. TFIDF, MultipartiteRank, KEA, etc. on the dataset using precision, recall, and F1-score.",,978-1-5386-8274-6,10.1109/ISTEL.2018.8661095,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8661095,Keyphrase Extraction;Keyword Extraction;Persian news corpus;supervised Keyphrase Extraction;unsupervised Keyphrase Extraction,Data mining;Natural language processing;Task analysis;Training;Feature extraction;Information retrieval;Cleaning,information retrieval;natural language processing;text analysis,PerKey;Persian news corpus;keyphrase extraction;extremely dense summary;Natural Language Processing tasks;information retrieval;Persian keyword;human extracted keyphrase dataset;relatively high quality author;Persian news Web sites;news articles;high-quality keyphrases;F1-score,,1,,24,,7-Mar-19,,,IEEE,IEEE Conferences
Feature subset selection for Arabic document categorization using BPSO-KNN,¨Ï¥ÎBPSO-KNN¶i¦æªü©Ô§B¤åÀÉ¤ÀÃþªº¯S¼x¤l¶°¿ï¾Ü,H. K. Chantar; D. W. Corne,"School of Mathematical and Computer Sciences, Heriot-Watt University, EDINBURGH, UK; School of Mathematical and Computer Sciences, Heriot-Watt University, EDINBURGH, UK",2011 Third World Congress on Nature and Biologically Inspired Computing,1-Dec-11,2011,,,546,551,"Document categorization is an important topic that is central to many applications that demand reasoning about and organisation of text documents, web pages, and so forth. Document classification is commonly achieved by choosing appropriate features (terms) and building a term-frequency inerse-document frequency (TFIDF) feature vector. In this process, feature selection is a key factor in the accuracy and effectiveness of resulting classifications. For a given task, the right choice of features means accurate classification with suitable levels of computational efficiency. Meanwhile, most document classification work is based on English language documents. In this paper we make three main contributions: (i) we demonstrate successful document classification in the context of Arabic documents (although previous work has demonstrated text classification in Arabic, the datasets used, and the experimental setup, have not been revealed); (ii) we offer our datasets to enable other researchers to compare directly with our results; (iii) we demonstrate a combination of Binary PSO and K nearest neighbour that performs well in selecting good sets of features for this task.",,978-1-4577-1124-4,10.1109/NaBIC.2011.6089647,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6089647,feature selection;text mining;Arabic language processing,Accuracy;Training;Support vector machines;Text categorization;Vectors;Particle swarm optimization;Art,feature extraction;text analysis,feature subset selection;Arabic document categorization;text documents;Web pages;Document classification;term frequency inerse document frequency;feature vector;English language documents,,17,,25,,1-Dec-11,,,IEEE,IEEE Conferences
