Document Title,¤¤¤å¼ÐÃD,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Expert system for retrieval of documents using evolutionary approaches incorporating clustering,¨Ï¥Î¥]§t»EÃþªº¶i¤Æ¤èªkÀË¯Á¤åÀÉªº±M®a¨t²Î,S. Deshpande; M. Doke; A. Deshpande; A. N. Chaudhari,"Department of Information Technology, Pimpri Chinchwad College of Engineering, Pune, India; Department of Information Technology, Pimpri Chinchwad College of Engineering, Pune, India; Department of Information Technology, Pimpri Chinchwad College of Engineering, Pune, India; Department of Information Technology, Pimpri Chinchwad College of Engineering, Pune, India","2017 International conference of Electronics, Communication and Aerospace Technology (ICECA)",18-Dec-17,2017,2,,414,418,"Classification is a central problem in the fields of data mining and machine learning. Using a training set of labeled instances, the task is to build a model (classifier) that can be used to predict the class of new unlabelled instances. Data preparation is crucial to the data mining process, and its focus is to improve the fitness of the training data for the learning algorithms to produce more effective classifiers. Searching for the frequent pattern within a specific sequence has become a much needed task in various sectors. Feature selection is selecting a subset of optimal features. Feature selection is being used in high dimensional data reduction and it is being used in several applications like medical, image processing, text mining, etc. In the existing work, unsupervised feature selection methods using Artificial Bee Colony Optimization Algorithm, Bat Algorithm and Ant Colony Optimization have been introduced. We have compared these three algorithms and concluded that Bat Algorithm proves to be better in performance than the rest. The proposed system will use a novel method to select subset of features from unlabelled data using Bat algorithm with one of the clustering algorithm and develop an expert information retrieval system.",,978-1-5090-5686-6,10.1109/ICECA.2017.8212847,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8212847,unsupervised feature selection;Binary Bat algorithm;K-means;Ant Colony Optimization (ACO);Artificial Bee Colony (ABC);Data Mining;Classification;Data Reduction;Instance Selection,Clustering algorithms;Feature extraction;Information retrieval;Evolutionary computation;Classification algorithms;Databases;Optimization,data mining;information retrieval;learning (artificial intelligence);optimisation,expert system;machine learning;data mining process;learning algorithms;high dimensional data reduction;image processing;text mining;unsupervised feature selection methods;Artificial Bee Colony Optimization Algorithm;Bat Algorithm;Ant Colony Optimization;Bat algorithm;expert information retrieval system,,,,12,,18-Dec-17,,,IEEE,IEEE Conferences
A Step toward Speeding Up Cross-Cut Shredded Document Reconstruction,¥[§Ö¸ó¤Á¸H¤åÀÉ­««Øªº¨BÆJ,A. S. Atallah; E. Emary; M. S. El-Mahallawy,"Technol. & Maritime Transp., Cairo, Egypt; Dept. of Inf. Technol., Cairo Univ., Cairo, Egypt; Technol. & Maritime Transp., Cairo, Egypt",2015 Fifth International Conference on Communication Systems and Network Technologies,1-Oct-15,2015,,,345,349,"Recovery of shredded documents helps in security informatics, forensic and investigation science. Shredded document reconstruction requires much time and human effort. Hence, there is a great need to enhance its performance due to the high growth of critical cases requiring fast shredded document reconstruction. In this paper, we focus particularly on the most influential sub-problem which is enhancing and speeding up the matching process in addition to reducing the search space. Furthermore, fully automated pre-processing, feature extraction and matching are applied in order to minimize the user interaction and reduce the time needed for reconstructing enormous number of shredded documents.",,978-1-4799-1797-6,10.1109/CSNT.2015.69,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7279937,Image Processing;Computational Geometry;Shredded;Document Reconstruction;Cross-Cut;De-shred,Image reconstruction;Feature extraction;Ink;Accuracy;Merging;Clustering algorithms;Classification algorithms,document handling;security of data,step toward speeding up cross cut shredded document reconstruction;security informatics;forensic;investigation science;matching process;search space;feature extraction;feature matching;user interaction,,3,,21,,1-Oct-15,,,IEEE,IEEE Conferences
Primary Content Block Detection from Web Page Clusters through Entropy and Semantic Distance,³q¹Læi©M»y¸q¶ZÂ÷±qºô­¶¸s¶°¤¤ÀË´ú¥D­n¤º®e¶ô,J. Meng; Q. Liu; K. Li,"Dept. of Comput. Sci. & Eng., Dalian Univ. of Technol., Dalian; Dept. of Comput. Sci. & Eng., Dalian Univ. of Technol., Dalian; Dept. of Comput. Sci. & Eng., Dalian Univ. of Technol., Dalian",2008 3rd International Conference on Innovative Computing Information and Control,22-Aug-08,2008,,,5,5,"A new method named ENP-DOM tree is proposed in this paper, which extends the document object module tree by adding two properties, i.e., entropy and relativity, to some nodes. Semantic distance is used to extract the primary content accurately from the same source based on three facts: noise blocks always have high entropy property within a given Web site; primary content blocks are often made up of few link words and many text words; useful links are contained in a useful content blocks and have a close semantic distance with page titles. The proposed method can identify the primary content blocks with higher precision and recall rate and reduce the storage requirement for search engines; thus, result in smaller indexes, faster search time, and better user satisfaction. Extensive experiments are also conducted to evaluate the proposed method by comparison with existing methods. The experimental results show that the method outperforms existing methods with better satisfying recall rate and higher precision.",,978-0-7695-3161-8,10.1109/ICICIC.2008.430,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4603194,,Web pages;Distance measurement;Data mining;Entropy;HTML;Information filters;Information filtering,document handling;entropy;search engines;trees (mathematics);Web sites,primary content block detection;Web page clusters;entropy;semantic distance;ENP-DOM tree;document object module tree;noise blocks;Web site;primary content blocks;storage requirement;search engines;user satisfaction,,,,4,,22-Aug-08,,,IEEE,IEEE Conferences
Visual clustering in web search: An effective approach,ºôµ¸·j¯Á¤¤ªºµøÄ±¶°¸s¡G¤@ºØ¦³®Äªº¤èªk,H. Badesh; J. Blustein,"Faculty of Computer Science, Dalhousie University, Halifax, Canada; Faculty of Computer Science and School of Information Management, Dalhousie University, Halifax, Canada",International Conference on Information Society (i-Society 2011),8-Aug-11,2011,,,34,38,Presenting search results as a list of hits can be ineffective in assisting users to find relevant documents and discover varied topics among search results. Visualization can assist users to find relevant documents and make the search interface more effective. This paper presents a Data Mountain Search Results Presentation Interface (DMSRPI). The interface is intended to improve the effectiveness in how users search the Web and find relevant information. A user study is yet to be conducted for evaluating the DMSRPI.,,978-0-9564263-8-3,10.1109/i-Society18435.2011.5978504,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5978504,Web information retrieval;visualization;techniques;visual clustering;query reformulation,Data visualization;World Wide Web;Navigation;Educational institutions;HTML,data visualisation;document handling;information retrieval;Internet;pattern clustering,visual clustering;Web search;relevant documents;data visualization;search interface;data mountain search results presentation interface;DMSRPI;World Wide Web;relevant information,,,,27,,8-Aug-11,,,IEEE,IEEE Conferences
RepoZip: A technique for lossless compression of document collections,RepoZip¡G¤@ºØµL·lÀ£ÁY¤åÀÉ¶°¦Xªº§Þ³N,D. N. Sumanaweera; F. F. Doole; D. P. Pathiraja; G. G. K. Deshapriya; G. Dias,"Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka; Department of Computer Science and Engineering, University of Moratuwa, Moratuwa, Sri Lanka",2015 Moratuwa Engineering Research Conference (MERCon),1-Jun-15,2015,,,330,335,"Many computer systems; especially in corporations, contain large amount of documents such as letters, reports and presentations. Many such documents are present in several versions. Such data needs to be synchronized with branch offices and mobile devices, often over slow and expensive connections. However, as many documents are stored in an already compressed format, it is difficult to compress them further by exploiting the hidden redundancies. We present a novel approach named RepoZip which improves the compression of an existing compression algorithm over a document collection, by exploiting the inter-document meta-data and content-level redundancies. It concentrates on compressing OOXML documents that have been constructed through the archival of a hierarchy of meta-data files and PDF documents which include deflated content streams. Therefore, the RepoZip approach achieves larger compression gains over OOXML document collections or PDF document collections by exploiting usually undetected meta-data level similarities.",,978-1-4799-1740-2,10.1109/MERCon.2015.7112368,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7112368,Iossless compression;meta-data similarity;OOXML;PDF;clusters;generalized suffix tree,Decision support systems,data compression;document handling;meta data;mobile computing,lossless compression technique;RepoZip;computer systems;branch offices;mobile devices;compressed format;compression algorithm;interdocument metadata;content level redundancies;compressing OOXML documents;PDF document collections;undetected metadata,,,,10,,1-Jun-15,,,IEEE,IEEE Conferences
Jeffreys Centroids: A Closed-Form Expression for Positive Histograms and a Guaranteed Tight Approximation for Frequency Histograms,Jeffreys­«¤ß¡G¥¿ª½¤è¹Ïªº³¬¦¡ªí¹F¦¡©MÀW²vª½¤è¹Ïªº«OÃÒºò¹Gªñ,F. Nielsen,"Sony Computer Science Laboratories, Inc., Shinagawa-ku, Tokyo, Japan",IEEE Signal Processing Letters,17-May-13,2013,20,7,657,660,"Due to the success of the bag-of-word modeling paradigm, clustering histograms has become an important ingredient of modern information processing. Clustering histograms can be performed using the celebrated k-means centroid-based algorithm. From the viewpoint of applications, it is usually required to deal with symmetric distances. In this letter, we consider the Jeffreys divergence that symmetrizes the Kullback-Leibler divergence, and investigate the computation of Jeffreys centroids. We first prove that the Jeffreys centroid can be expressed analytically using the Lambert W function for positive histograms. We then show how to obtain a fast guaranteed approximation when dealing with frequency histograms. Finally, we conclude with some remarks on the k-means histogram clustering.",1558-2361,,10.1109/LSP.2013.2260538,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6509930,Centroid;clustering;histogram;Jeffreys divergence;Kullback?“Leibler divergence;Lambert $W$  function,Histograms;Approximation methods;Approximation algorithms;Clustering algorithms;Signal processing algorithms;Visualization;Databases,approximation theory;document handling;pattern classification;pattern clustering,Jeffreys centroids;closed-form expression;positive histograms;guaranteed tight approximation;frequency histograms;bag-of-word modeling paradigm;histograms clustering;k-means centroid-based algorithm;Kullback-Leibler divergence;Lambert W function;k-means histogram clustering;document classification,,8,,17,,29-Apr-13,,,IEEE,IEEE Journals
Modeling Document Summarization as Multi-objective Optimization,±N¤åÀÉºK­n«Ø¼Ò¬°¦h¥Ø¼ÐÀu¤Æ,L. Huang; Y. He; F. Wei; W. Li,"Dept. of Comput. Sci. & Technol., Wuhan Univ., Wuhan, China; Dept. of Comput. Sci. & Technol., Wuhan Univ., Wuhan, China; Dept. of Comput. Sci. & Technol., Wuhan Univ., Wuhan, China; Dept. of Comput., Hong Kong Polytech. Univ., Hong Kong, China",2010 Third International Symposium on Intelligent Information Technology and Security Informatics,22-Apr-10,2010,,,382,386,"In this paper, we consider document summarization as a multi-objective optimization problem involving four objective functions, namely information coverage, significance, redundancy and text coherence. These functions measure the possible summaries based on the identified core terms and main topics (i.e. a cluster of semantically or statistically related core terms). We choose the DUC 2005 and 2006 query-oriented summarization tasks to exam the proposed model. The encouraging results indicate that the multi-objective optimization based framework for document summarization is truly a promising research direction.",,978-1-4244-6743-3,10.1109/IITSI.2010.80,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5453598,document summarization;multi-objective optimization;query-sensitive term weighting and clustering,Inference algorithms;Data mining;Information technology;Computer security;Information security;Informatics;Computer science;Optimization methods;Greedy algorithms;Dynamic programming,document handling;optimisation,document summarization modeling;multiobjective optimization;information coverage;redundancy;text coherence;query-oriented summarization tasks,,19,,12,,22-Apr-10,,,IEEE,IEEE Conferences
Automatic Content Analysis of Legislative Documents by Text Mining Techniques,§Q¥Î¤å¥»«õ±¸§Þ³N¦Û°Ê¤ÀªR¥ßªk¤å¥óªº¤º®e,F. Lin; S. Chou; D. Liao; D. Hao,"Inst. of Service Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Inst. of Service Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Inst. of Service Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan; Inst. of Service Sci., Nat. Tsing Hua Univ., Hsinchu, Taiwan",2015 48th Hawaii International Conference on System Sciences,30-Mar-15,2015,,,2199,2208,"The Parliamentary Library of Taiwan's Legislative Yuan website provides a fair and objective channel for the public to track daily activities of the Legislative Yuan and legislators' inquiries. However the quantity of generated documents is so large that the general public may not be able to keep track of the legislative performance of each legislator from these contents. To mitigate the gap of legislative document generation and the sense making by the general public, this study proposed a text mining mechanism to automatically classify legislative documents referring to each legislator, and then represent the proportion of their legislative performance on certain categories. This study first initiated a basic legislative categorical structure by domain experts. Then a two-stage clustering was applied to perform feature selection for legislative documents. The SVM method was applied to build a model to classify the new document to the appropriate category. In order to maintain the classification categories up to date, in this study, we also evaluate the difference between labeling contents by domain experts and the general public. Experimental results show the effectiveness of the proposed test mining mechanism, which automatically classifies legislative documents to reveal legislators' performance accordingly. With this result, people can monitor legislators and track their legislative activities using the information from the Parliamentary Library of Legislative Yuan to update their perception on legislative performance in various categories.",1530-1605,978-1-4799-7367-5,10.1109/HICSS.2015.263,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7070077,Text mining;SVM;legislative performance;classification;two-stage clustering,Support vector machines;Labeling;Proposals;Libraries;Speech;Feature extraction;Clustering methods,data mining;legislation;text analysis;Web sites,automatic content analysis;legislative documents;text mining techniques;Parliamentary Library of Taiwan;Legislative Yuan Web site;legislative document generation;legislative document classification;SVM method,,2,,14,,30-Mar-15,,,IEEE,IEEE Conferences
Unsupervised feature selection technique based on harmony search algorithm for improving the text clustering,°ò©ó©MÁn·j¯ÁºâªkªºµLºÊ·þ¯S¼x¿ï¾Ü§Þ³N¦b¤å¥»»EÃþ¤¤ªºÀ³¥Î,L. M. Abualigah; A. T. Khader; M. A. Al-Betar,"School of Computer Sciences, Universiti Sains Malaysia (USM), Pulau Pinang, Malaysia 11800; School of Computer Sciences, Universiti Sains Malaysia (USM), Pulau Pinang, Malaysia 11800; Department of information technology, Al-Huson University College, Irbid-Jordan",2016 7th International Conference on Computer Science and Information Technology (CSIT),25-Aug-16,2016,,,1,6,"The increasing amount of text information on the Internet web pages affects the clustering analysis. The text clustering is a favorable analysis technique used for partitioning a massive amount of information into clusters. Hence, the major problem that affects the text clustering technique is the presence uninformative and sparse features in text documents. The feature selection (FS) is an important unsupervised technique used to eliminate uninformative features to encourage the text clustering technique. Recently, the meta-heuristic algorithms are successfully applied to solve several optimization problems. In this paper, we proposed the harmony search (HS) algorithm to solve the feature selection problem (FSHSTC). The proposed method is used to enhance the text clustering (TC) technique by obtaining a new subset of informative or useful features. Experiments were applied using four benchmark text datasets. The results show that the proposed FSHSTC is improved the performance of the k-mean clustering algorithm measured by F-measure and Accuracy.",,978-1-4673-8914-3,10.1109/CSIT.2016.7549456,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7549456,Unsupervised Feature Selection;Harmony Search Algorithm;K-mean Text Clustering;Informative features;Sparse features,Clustering algorithms;Optimization;Information technology;Text mining;Mathematical model;Computer science;Web pages,Internet;optimisation;pattern clustering;search problems;statistical analysis;text analysis;unsupervised learning,unsupervised feature selection;harmony search algorithm;text clustering;Internet Web page;metaheuristic algorithm;optimization problem;k-mean clustering algorithm;F-measure,,9,,19,,25-Aug-16,,,IEEE,IEEE Conferences
A new method for fuzzy information retrieval based on fuzzy hierarchical clustering and fuzzy inference techniques,°ò©ó¼Ò½k¼h¦¸»EÃþ©M¼Ò½k±À²z§Þ³Nªº¼Ò½k«H®§ÀË¯Á·s¤èªk,Yih-Jen Horng; Shyi-Ming Chen; Yu-Chuan Chang; Chia-Hoang Lee,"Dept. of Comput. & Inf. Sci., Nat. Chiao Tung Univ., Hsinchu, Taiwan; NA; NA; NA",IEEE Transactions on Fuzzy Systems,4-Apr-05,2005,13,2,216,228,"In this paper, we extend the work of Kraft et al. to present a new method for fuzzy information retrieval based on fuzzy hierarchical clustering and fuzzy inference techniques. First, we present a fuzzy agglomerative hierarchical clustering algorithm for clustering documents and to get the document cluster centers of document clusters. Then, we present a method to construct fuzzy logic rules based on the document clusters and their document cluster centers. Finally, we apply the constructed fuzzy logic rules to modify the user's query for query expansion and to guide the information retrieval system to retrieve documents relevant to the user's request. The fuzzy logic rules can represent three kinds of fuzzy relationships (i.e., fuzzy positive association relationship, fuzzy specialization relationship and fuzzy generalization relationship) between index terms. The proposed fuzzy information retrieval method is more flexible and more intelligent than the existing methods due to the fact that it can expand users' queries for fuzzy information retrieval in a more effective manner.",1941-0034,,10.1109/TFUZZ.2004.840134,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411824,Fuzzy agglomerative hierarchical clustering;fuzzy information retrieval systems;fuzzy logic rules;fuzzy relationships;query expansion,Information retrieval;Fuzzy logic;Fuzzy systems;Fuzzy set theory;Clustering algorithms;Inference algorithms;Boolean functions;Councils;Information science,fuzzy systems;query processing;query formulation;pattern clustering;fuzzy reasoning;fuzzy logic;vocabulary,fuzzy information retrieval;fuzzy hierarchical clustering;fuzzy inference technique;fuzzy agglomerative;fuzzy logic rules;query expansion;index term,,57,,30,,4-Apr-05,,,IEEE,IEEE Journals
A document classification approach by GA feature extraction based corner classification neural network,°ò©ó¿ò¶Ç¯S¼x´£¨úªº¨¤ÂI¤ÀÃþ¯«¸gºôµ¸ªº¤åÀÉ¤ÀÃþ¤èªk,Weifeng Zhang; Baowen Xu; Zifeng Cui,"Dept. of Comput. Sci. & Eng., Nanjing Univ. of Posts & Telecommun., China; NA; NA",2005 International Conference on Cyberworlds (CW'05),6-Feb-06,2005,,,6 pp.,504,"The CC4 neural network is a new type of corner classification training algorithm for three-layered feed forward neural networks. CC4 is now successfully used in meta search engine Anvish. When the documents are almost of the same size, CC4 neural network is an effective document classification algorithm. However, there is great difference in document sizes in general, and CC4 use the whole dictionary as the space of vector which leads to a lot of documents represented by sparse vectors. This paper brings forward feature extraction based neural network GA-CC4. The method of GA feature extraction extracts the feature items really representing the documents in the document set, which are constructed as the set of feature items. Based on the set of feature items and combining the document frequency, the document can be represented. By this method, the dimensions representing the documents can be reduced, which can solve the precise problem caused by the different document sizes, and it can also map the scalar features to the Boolean input of the neural network by binary coding, by which the quality of input data of neural network is improved",,0-7695-2378-1,10.1109/CW.2005.3,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1587586,,Feature extraction;Neural networks;Clustering algorithms;Machine learning algorithms;Artificial neural networks;Feedforward neural networks;Computer science;Classification algorithms;Metasearch;Search engines,classification;document handling;feature extraction;feedforward neural nets;genetic algorithms,document classification;genetic algorithm;corner classification neural network;corner classification training algorithm;feedforward neural network;meta search engine Anvish;sparse vector;feature extraction based neural network;document frequency;scalar feature;Boolean input;binary coding,,1,,22,,6-Feb-06,,,IEEE,IEEE Conferences
Trend Analysis for Large Document Streams,¤j«¬¤åÀÉ¬yªºÁÍ¶Õ¤ÀªR,C. Zhang; S. Zhu; Y. Gong,"University of Rochester, USA; NEC Laboratories America, Inc., USA; NEC Laboratories America, Inc., USA",2006 5th International Conference on Machine Learning and Applications (ICMLA'06),26-Dec-06,2006,,,285,295,"More and more powerful computer technology inspires people to investigate information hidden under huge amounts of documents. In this report, we are especially interested in documents with relative time order, which we also call document streams. Examples include TV news, forums, emails of company projects, call center telephone logs, etc. To get an insight into these document streams, first we need to detect the events among the document streams. We use a time-sensitive Dirichlet process mixture model to find the events in the document streams. A time sensitive Dirichlet process mixture model is a generative model, which allows a potentially infinite number of mixture components and uses a Dirichlet compound multinomial model to model the distribution of words in documents. In this report, we consider three different time sensitive Dirichlet process mixture models: an exponential decay kernel model, a polynomial decay function kernel Dirichlet process model and a sliding window kernel model. Experiments on the TDT2 dataset have shown that the time sensitive models perform 18-20% better in terms of accuracy than the Dirichlet process mixture model. The sliding windows kernel and the polynomial kernel are more promising in detecting events. We use ThemeRiver to provide a visualization of the events along the time axis. With the help of ThemeRiver, people can easily get an overall picture of how different events evolve. Besides ThemeRiver, we investigate using top words as a high-level summarization of each event. Experiment results on TDT2 dataset suggests that the sliding window kernel is a better choice both in terms of capturing the trend of the events and expressibility",,0-7695-2735-3,10.1109/ICMLA.2006.51,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4041505,,Text analysis;Kernel;Sampling methods;Polynomials;TV;Telephony;Event detection;Clustering methods;Clustering algorithms;Information retrieval,data encapsulation;document handling,document stream;information hidden;time-sensitive Dirichlet process mixture model;Dirichlet compound multinomial model;polynomial decay function;sliding window kernel model;ThemeRiver visualization,,2,,20,,26-Dec-06,,,IEEE,IEEE Conferences
Categorizing Overlapping Regions in Clustering Analysis Using Three-Way Decisions,¨Ï¥Î¤T¦V¨Mµ¦ªº»EÃþ¤ÀªR¤¤ªº­«Å|°Ï°ì¤ÀÃþ,H. Yu; P. Jiao; G. Wang; Y. Yaoy,"Chongqing Key Lab. of Comput. Intell., Chongqing Univ. of Posts & Telecommun., Chongqing, China; Chongqing Key Lab. of Comput. Intell., Chongqing Univ. of Posts & Telecommun., Chongqing, China; Chongqing Key Lab. of Comput. Intell., Chongqing Univ. of Posts & Telecommun., Chongqing, China; Dept. of Comput. Sci., Univ. of Regina, Regina, SK, Canada",2014 IEEE/WIC/ACM International Joint Conferences on Web Intelligence (WI) and Intelligent Agent Technologies (IAT),20-Oct-14,2014,2,,350,357,"Clustering is a common technique for data analysis, has been widely used in many practical area. In many real applications such as social network analysis, wireless sensor networks, document clustering, and so on, there exist overlaps between different clusters due to various reasons. In this paper, we propose to use the three-way decisions approach to address categorizing overlapping regions. In contrast to existing soft clustering methods that just point out the objects whether in overlapping regions, the three-way decisions method provides a greater refinement of the categorization to system operators for further analysis, which is believed to show clearly the objects have different impacts to construct clusters. Besides, we provide a new relation-graph based clustering algorithm to obtain different overlapping region types. The results of comparison experiments are better and more reasonable to overlapping clustering.",,978-1-4799-4143-8,10.1109/WI-IAT.2014.118,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927645,,Clustering algorithms;Bones;Communities;Fans;Corporate acquisitions;Clustering methods;Upper bound,data analysis;decision trees;graph theory;pattern clustering,overlapping region categorization;clustering analysis;three-way decisions;data analysis;relation-graph based clustering algorithm,,5,,27,,20-Oct-14,,,IEEE,IEEE Conferences
Visualizing the Performance of Computational Linguistics Algorithms,¥iµø¤Æ­pºâ»y¨¥¾Çºâªkªº©Ê¯à,S. G. Eick; J. Mauger; A. Ratner,"SSS Research, Inc. eick@sss-research.com; SAIC Advanced Systems & Concepts, maugerj@saic.com; National Security Agency, asratne@nsa.gov",2006 IEEE Symposium On Visual Analytics Science And Technology,26-Dec-06,2006,,,151,157,"We have built a visualization system and analysis portal for evaluating the performance of computational linguistics algorithms. Our system focuses on algorithms that classify and cluster documents by assigning weights to words and scoring each document against high dimensional reference concept vectors. The visualization and algorithm analysis techniques include confusion matrices, ROC curves, document visualizations showing word importance, and interactive reports. One of the unique aspects of our system is that the visualizations are thin-client Web-based components built using SVG visualization components",,1-4244-0591-2,10.1109/VAST.2006.261417,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4035760,AJAX;thin-client;SVG;ROC curves;confusion matrices;document categorization,Visualization;Computational linguistics;Portals;Algorithm design and analysis;Clustering algorithms;Information retrieval;Content based retrieval;Text analysis;Performance analysis;Storage automation,computational linguistics;document handling;portals;program visualisation;software performance evaluation,computational linguistics algorithm performance visualization;analysis portal;document classification;document clustering;confusion matrices;ROC curves;document visualizations;interactive reports;thin-client Web-based components;SVG visualization components;scalable vector graphics;AJAX,,2,,6,,26-Dec-06,,,IEEE,IEEE Conferences
Weakly supervised relevance feedback based on an improved language model,°ò©ó§ï¶iªº»y¨¥¼Ò«¬ªº®zºÊ·þÃöÁp¤ÏõX,Xin-Sheng Li; Si Li; Wei-Ran Xu; Guang Chen; Jun Guo,"School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, 100876, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, 100876, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, 100876, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, 100876, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, 100876, China",Proceedings of the 6th International Conference on Natural Language Processing and Knowledge Engineering(NLPKE-2010),30-Sep-10,2010,,,1,5,"Relevance feedback, which traditionally uses the terms in the relevant documents to enrich the user's initial query, is an effective method for improving retrieval performance. This approach has another problem is that Relevance feedback assumes that most frequent terms in the feedback documents are useful for the retrieval. In fact, the reports of some experiments show that it does not hold in reality many expansion terms identified in traditional approaches are indeed unrelated to the query and harmful to the retrieval. In this paper, we propose to select better and more relevant documents with a clustering algorithm. And then we present an improved Language Model to help us identify the good terms from those relevant documents. Ours experiments on the 2008 TREC collection show that retrieval effectiveness can be much improved when the improved Language Model is used.",,978-1-4244-6899-7,10.1109/NLPKE.2010.5587859,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5587859,Information retrieval (IR);relevance feedback;cluster;relevant documents;query expansion,HTML,natural language processing;pattern clustering;relevance feedback,relevance feedback;language model;clustering algorithm,,,,6,,30-Sep-10,,,IEEE,IEEE Conferences
The Role of Clustering in Search Computing,¶°¸s¦b·j¯Á­pºâ¤¤ªº§@¥Î,A. Campi; S. Ronchi,"Dipt. di Elettron. e Inf., Politec. di Milano, Milan, Italy; Dipt. di Elettron. e Inf., Politec. di Milano, Milan, Italy",2009 20th International Workshop on Database and Expert Systems Application,17-Nov-09,2009,,,432,436,"This paper proposes a novel language in order to explore the results retrieved by several internet search services and search engines that cluster retrieved documents. The goal of this work, rooted in the new context of Search Computing, is to offer users a tool to discover relevant hidden relationships between clustered documents. When the same query is submitted to distinct search services, they may produce partially overlapped clustered results, where clusters identified by distinct labels collect some common documents. Moreover, clusters with similar labels, but containing distinct documents, may be produced as well. In such a situation, it may be useful to compare, combine, and rank the cluster contents, to filter out relevant documents. The proposed language is composed of several operators that can be used in order to combine groups of clusters.",2378-3915,978-0-7695-3763-4,10.1109/DEXA.2009.89,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337277,,Search engines;Information retrieval;Web and internet services;Visualization;Databases;Expert systems;Filters;Proposals;Web pages;Hospitals,document handling;information retrieval;Internet;search engines,document clustering;search computing;Internet search service;search engines;document retrieval,,2,,14,,17-Nov-09,,,IEEE,IEEE Conferences
Tovel: Distributed Graph Clustering for Word Sense Disambiguation,Tovel¡G¥Î©óµü¸q®øª[ªº¤À§G¦¡¹Ï»EÃþ,A. Guerrieri; F. Rahimian; S. Girdzijauskas; A. Montresor,"DISI, Univ. of Trento, Trento, Italy; LCN, R. Inst. of Technol., Stockholm, Sweden; LCN, R. Inst. of Technol., Stockholm, Sweden; DISI, Univ. of Trento, Trento, Italy",2016 IEEE 16th International Conference on Data Mining Workshops (ICDMW),2-Feb-17,2016,,,623,630,"Word sense disambiguation is a fundamental problem in natural language processing (NLP). In this problem, a large corpus of documents contains mentions to well-known (non-ambiguous) words, together with mentions to ambiguous ones. The goal is to compute a clustering of the corpus, such that documents that refer to the same meaning appear in the same cluster, subsequentially, each cluster is assigned to a different semantic meaning. In this paper, we propose a mechanism for word sense disambiguation based on distributed graph clustering that is incremental in nature and can scale to big data. A novel, heuristic vertex-centric algorithm based on the metaphor of the water cycle is used to cluster the graph. Our approach is evaluated on real datasets in both centralized and decentralized environments.",2375-9259,978-1-5090-5910-2,10.1109/ICDMW.2016.0094,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7836725,,Color;Image color analysis;Clouds;Clustering algorithms;Context;Companies;Rain,document handling;graph theory;natural language processing;pattern clustering,Tovel;distributed graph clustering;word sense disambiguation;natural language processing;NLP;Big Data;heuristic vertex-centric algorithm;water cycle metaphor,,1,,21,,2-Feb-17,,,IEEE,IEEE Conferences
